long_name,short_name,player_positions,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_name,league_name,club_position,nationality_name,nation_position,skill_moves,international_reputation,work_rate,player_tags,shooting,passing,dribbling,defending,physic,attacking_crossing,skill_ball_control,movement_sprint_speed,movement_agility,movement_reactions,power_stamina,power_strength,mentality_aggression,goalkeeping_diving,goalkeeping_reflexes
Dušan Tadić,D. Tadić,"LW, CF, CAM",84,84,33500000,32000,32,181,76,Ajax,Holland Eredivisie,LW,Serbia,,4,3,Medium/Medium,"#Playmaker, #Crosser, #Complete Midfielder",81,85,85,43,76,86,87,70,76,83,88,80,56,11,16
Wissam Ben Yedder,W. Ben Yedder,ST,84,84,41500000,88000,30,170,68,AS Monaco,French Ligue 1,ST,France,,4,2,High/Low,"#Dribbler, #Acrobat",84,77,87,39,70,74,87,81,91,86,75,69,62,6,7
Lucas Digne,L. Digne,LB,84,84,40500000,110000,27,178,74,Everton,English Premier League,LB,France,SUB,3,2,High/Medium,#Crosser,69,80,80,80,76,88,84,77,74,83,86,69,76,6,13
Josip Iličić,J. Iličić,"CF, ST",84,84,27000000,84000,33,190,79,Atalanta,Italian Serie A,SUB,Slovenia,,5,3,Medium/Medium,"#Dribbler, #Distance Shooter",86,84,86,40,67,82,88,74,83,80,65,74,58,13,6
Damián Emiliano Martínez,E. Martínez,GK,84,85,33500000,81000,28,195,88,Aston Villa,English Premier League,GK,Argentina,GK,1,3,Medium/Medium,,NA,NA,NA,NA,NA,22,35,57,49,80,40,70,37,85,85
Harry Maguire,H. Maguire,CB,84,86,42500000,155000,28,194,100,Manchester United,English Premier League,LCB,England,LCB,2,3,High/High,"#Aerial Threat, #Tactician, #Strength",55,69,70,85,87,51,76,53,50,84,82,90,84,14,9
Stefan Savić,S. Savić,CB,84,84,34500000,74000,30,187,80,Atlético de Madrid,Spain Primera Division,RCB,Montenegro,,2,2,Medium/High,#Tactician ,35,57,58,87,76,35,67,67,59,83,53,83,86,14,12
Marcel Sabitzer,M. Sabitzer,"CM, CDM, CAM",84,85,48000000,110000,27,178,76,FC Bayern München,German 1. Bundesliga,SUB,Austria,CAM,3,3,High/High,#Distance Shooter,84,81,80,67,78,74,82,81,75,86,85,76,77,11,13
Luke Shaw,L. Shaw,LB,84,86,48500000,140000,25,181,75,Manchester United,English Premier League,LB,England,LB,3,2,High/Medium,,54,79,80,81,80,85,82,81,75,82,80,79,84,10,7
Jack Grealish,J. Grealish,"LW, LM, CAM",84,85,50500000,180000,25,180,81,Manchester City,English Premier League,LW,England,SUB,4,3,High/Medium,#Dribbler,76,83,88,46,64,81,88,79,85,79,80,61,60,11,13
Matthias Ginter,M. Ginter,CB,84,85,42500000,45000,27,191,86,Borussia Mönchengladbach,German 1. Bundesliga,RCB,Germany,,2,3,Medium/Medium,,58,72,66,86,79,68,75,69,55,86,75,84,74,12,10
Felipe Augusto de Almeida Monteiro,Felipe,CB,84,84,27500000,74000,32,190,84,Atlético de Madrid,Spain Primera Division,SUB,Brazil,,2,3,Low/High,#Strength,41,58,62,85,84,45,64,66,66,81,68,90,89,9,7
Yannick Ferreira Carrasco,Y. Carrasco,"LM, ST",84,84,45000000,81000,27,185,73,Atlético de Madrid,Spain Primera Division,LM,Belgium,SUB,4,3,High/High,#Acrobat,81,78,85,45,67,81,85,88,87,80,80,61,65,9,10
Filip Kostić,F. Kostić,"LM, LWB",84,84,42500000,52000,28,184,82,Eintracht Frankfurt,German 1. Bundesliga,LM,Serbia,,3,3,High/High,#Engine,77,82,83,68,80,91,82,88,76,82,90,77,80,13,13
Hakim Ziyech,H. Ziyech,"RW, CAM",84,84,42500000,170000,28,181,65,Chelsea,English Premier League,SUB,Morocco,,5,3,High/High,"#Playmaker, #Crosser, #Complete Midfielder",76,87,83,50,65,88,85,77,85,84,79,58,73,11,14
Raphaël Adelino José Guerreiro,R. Guerreiro,"LB, LM",84,84,40500000,79000,27,170,71,Borussia Dortmund,German 1. Bundesliga,LB,Portugal,LB,4,3,High/Low,"#Dribbler, #Acrobat",77,85,88,76,58,84,87,67,88,86,79,50,52,12,8
Ricardo Domingos Barbosa Pereira,Ricardo Pereira,"RB, RM",84,84,40500000,130000,27,175,70,Leicester City,English Premier League,RB,Portugal,,3,3,High/High,,67,78,82,80,75,82,83,83,79,83,84,69,79,16,11
Timo Werner,T. Werner,"ST, LW",84,87,56500000,155000,25,180,76,Chelsea,English Premier League,SUB,Germany,ST,3,3,High/Medium,#Speedster,81,70,82,35,70,69,84,89,82,87,83,65,63,9,9
Mike Maignan,M. Maignan,GK,84,89,49500000,45000,25,191,89,AC Milan,Italian Serie A,GK,France,SUB,1,2,Medium/Medium,,NA,NA,NA,NA,NA,18,40,51,39,82,39,78,30,83,86
Marcelo Brozović,M. Brozović,"CDM, CM",84,84,37000000,130000,28,181,68,Inter,Italian Serie A,CDM,Croatia,,3,3,Medium/Medium,,74,80,79,79,78,72,84,68,79,76,94,67,85,8,8
Youri Tielemans,Y. Tielemans,"CM, CDM",84,87,57000000,125000,24,176,72,Leicester City,English Premier League,RDM,Belgium,LCM,4,2,Medium/Medium,#Playmaker ,79,86,80,71,72,82,85,59,67,83,81,69,68,6,12
José María Giménez de Vargas,J. Giménez,CB,84,88,52000000,74000,26,185,79,Atlético de Madrid,Spain Primera Division,CB,Uruguay,,2,2,Medium/High,#Tackling ,45,57,59,86,80,47,66,69,52,78,60,86,88,9,15
Nabil Fekir,N. Fekir,"CAM, RM, ST",84,84,45000000,42000,27,173,75,Real Betis Balompié,Spain Primera Division,CAM,France,,4,3,High/Medium,#Dribbler,83,82,87,38,79,79,87,79,82,79,79,81,79,15,15
Leroy Aziz Sané,L. Sané,"RM, LM",84,87,56000000,105000,25,183,80,FC Bayern München,German 1. Bundesliga,LM,Germany,LM,4,3,Medium/Low,"#Speedster, #Dribbler",81,79,85,38,68,83,84,89,84,79,68,70,63,8,14
Nicolò Barella,N. Barella,CM,84,89,63500000,120000,24,172,68,Inter,Italian Serie A,RCM,Italy,RCM,3,3,High/High,"#Engine, #Acrobat",71,79,86,75,78,69,87,76,91,89,95,69,79,11,11
Marcos Javier Acuña,M. Acuña,"LB, LM",84,84,37000000,45000,29,172,69,Sevilla FC,Spain Primera Division,LB,Argentina,LB,4,2,High/High,"#Dribbler, #Engine, #Crosser",74,82,87,79,82,87,88,76,83,83,90,80,84,8,14
André Miguel Valente da Silva,André Silva,ST,84,85,51000000,110000,25,185,84,RB Leipzig,German 1. Bundesliga,ST,Portugal,SUB,4,3,Medium/Medium,#Poacher,84,69,83,45,77,60,85,71,77,86,79,76,75,14,8
Franck Yannick Kessié,F. Kessié,"CDM, CM",84,86,49500000,51000,24,183,88,AC Milan,Italian Serie A,LDM,Côte d'Ivoire,,3,3,High/High,"#Engine, #Strength",74,74,80,82,87,66,84,79,72,81,94,86,84,9,10
Theo Bernard François Hernández,T. Hernández,LB,84,90,62500000,51000,23,184,81,AC Milan,Italian Serie A,LB,France,,3,3,High/Medium,#Speedster,71,76,81,77,82,84,79,94,78,84,90,79,82,12,7
Kai Lukas Havertz,K. Havertz,"CAM, CF, CM",84,92,94500000,130000,22,188,82,Chelsea,English Premier League,SUB,Germany,CAM,4,3,Medium/Medium,#Dribbler,78,79,84,45,66,72,85,86,78,83,77,69,42,6,12
Philip Foden,P. Foden,"CAM, LW, CM",84,92,94500000,125000,21,171,69,Manchester City,English Premier League,SUB,England,RW,4,3,High/Medium,"#Dribbler, #Acrobat",78,80,87,56,57,75,88,82,90,83,79,44,64,8,13
Fernando Luiz Rosa,Fernandinho,"CDM, CB",83,83,7000000,100000,36,179,67,Manchester City,English Premier League,SUB,Brazil,,3,3,Medium/High,,72,75,78,84,75,68,81,52,69,86,66,75,86,12,7
Carlos Alberto Vela Garrido,C. Vela,"RW, LW, CAM",83,83,29000000,17000,32,177,77,Los Angeles FC,USA Major League Soccer,RW,Mexico,,4,3,High/Low,,82,78,84,31,67,78,85,80,80,83,69,70,57,8,10
Axel Witsel,A. Witsel,"CDM, CM",83,83,24000000,72000,32,186,81,Borussia Dortmund,German 1. Bundesliga,SUB,Belgium,SUB,4,3,Medium/Medium,,72,81,79,82,79,69,81,61,71,85,76,82,75,5,7
Sergio Asenjo Andrés,Sergio Asenjo,GK,83,83,18000000,37000,32,189,87,Villarreal CF,Spain Primera Division,SUB,Spain,,1,2,Medium/Medium,,NA,NA,NA,NA,NA,24,14,54,62,80,41,73,20,85,83
Simon Thorup Kjær,S. Kjær,CB,83,83,23500000,54000,32,190,86,AC Milan,Italian Serie A,RCB,Denmark,CB,2,3,Low/High,,55,64,59,85,78,50,70,71,57,79,65,82,82,6,15
Edin Džeko,E. Džeko,ST,83,83,15500000,105000,35,193,80,Inter,Italian Serie A,RS,Bosnia and Herzegovina,,3,3,Medium/Medium,#Poacher,83,72,78,45,76,63,86,67,62,80,74,86,58,9,15
Jérôme Boateng,J. Boateng,CB,83,83,23500000,81000,32,190,94,Olympique Lyonnais,French Ligue 1,RES,Germany,,2,4,Medium/Medium,#Strength,50,73,67,84,79,69,71,80,55,85,60,87,83,7,5
Toby Alderweireld,T. Alderweireld,CB,83,83,NA,NA,32,186,81,,,,Belgium,RCB,2,3,Medium/Medium,,55,70,67,86,77,64,75,60,54,85,76,77,79,16,14
César Azpilicueta Tanco,Azpilicueta,"CB, RWB",83,83,25000000,125000,31,178,77,Chelsea,English Premier League,RWB,Spain,SUB,2,3,Medium/Medium,,55,76,72,84,76,80,77,63,67,86,77,70,87,13,5
José Paulo Bezzera Maciel Júnior,Paulinho,"CM, CAM, CDM",83,83,28500000,61000,32,183,80,Al Ahli,Saudi Abdul L. Jameel League,LCM,Brazil,,4,3,High/High,#Engine,81,77,81,80,85,67,83,71,72,82,91,82,81,16,8
Iker Muniain Goñi,Muniain,"CAM, RM, LM",83,83,36500000,44000,28,170,66,Athletic Club de Bilbao,Spain Primera Division,LM,Spain,,4,2,High/Medium,"#Dribbler, #Acrobat",76,82,87,51,61,81,87,78,91,80,77,49,66,10,12
Sergio Canales Madrazo,Canales,"CM, CDM, LM",83,83,34500000,38000,30,176,65,Real Betis Balompié,Spain Primera Division,LM,Spain,,4,2,High/Medium,,80,85,82,67,71,81,83,82,83,83,80,71,68,15,12
Lukáš Hrádecký,L. Hrádecký,GK,83,83,19000000,55000,31,192,83,Bayer 04 Leverkusen,German 1. Bundesliga,GK,Finland,GK,1,3,Medium/Medium,,NA,NA,NA,NA,NA,11,20,44,43,82,34,55,31,85,87
Alex Sandro Lobo Silva,Alex Sandro,"LB, LM",83,83,31500000,95000,30,180,80,Juventus,Italian Serie A,LB,Brazil,,3,3,High/Medium,,65,77,79,78,79,84,80,83,78,80,83,77,80,7,5
Bernd Leno,B. Leno,GK,83,84,28000000,87000,29,190,83,Arsenal,English Premier League,GK,Germany,SUB,1,3,Medium/Medium,,NA,NA,NA,NA,NA,9,35,56,52,78,43,70,28,85,85
Konstantinos Manolas,K. Manolas,CB,83,83,30000000,80000,30,189,83,Napoli,Italian Serie A,RCB,Greece,,2,3,Low/Medium,#Tactician ,25,44,62,85,81,27,66,84,70,81,69,83,86,8,12
Henrikh Mkhitaryan,H. Mkhitaryan,"CF, RM, RW",83,83,29500000,82000,32,177,75,Roma,Italian Serie A,LM,Armenia,,4,3,Medium/Medium,,80,79,83,56,74,77,83,85,84,82,88,69,69,5,7
Juan Guillermo Cuadrado Bello,J. Cuadrado,"RB, RM",83,83,19000000,95000,33,179,72,Juventus,Italian Serie A,RM,Colombia,,5,3,High/Medium,"#Speedster, #Dribbler, #Acrobat",75,77,87,76,72,84,85,89,94,82,78,66,78,5,9
Joël Andre Job Matip,J. Matip,CB,83,83,30500000,130000,29,194,90,Liverpool,English Premier League,RCB,Cameroon,,2,2,Medium/Medium,"#Aerial Threat, #Tactician ",46,68,68,85,78,54,72,65,51,84,69,81,84,11,10
Sebastián Coates Nión,S. Coates,CB,83,83,30000000,21000,30,196,92,Sporting CP,Portuguese Liga ZON SAGRES,CB,Uruguay,,2,3,Medium/Medium,"#Aerial Threat, #Tackling, #Strength",49,55,63,84,87,17,70,70,37,77,80,94,84,16,13
Francesco Acerbi,F. Acerbi,CB,83,83,17500000,75000,33,192,88,Lazio,Italian Serie A,LCB,Italy,SUB,3,3,Medium/High,"#Tackling, #Tactician ",50,62,64,86,83,25,72,62,32,85,87,85,77,11,11
Allan Marques Loureiro,Allan,"CDM, CM",83,83,30500000,100000,30,175,74,Everton,English Premier League,LDM,Brazil,,4,2,Medium/High,,71,77,82,80,79,72,82,68,78,84,92,70,89,13,8
Kevin Volland,K. Volland,"ST, CF",83,83,37000000,83000,28,179,85,AS Monaco,French Ligue 1,RF,Germany,,3,2,High/High,"#Engine, #Strength, #Clinical Finisher, #Complete Forward",85,79,80,42,86,78,80,70,75,85,90,87,80,8,12
Álvaro Borja Morata Martín,Morata,ST,83,83,37000000,84000,28,190,84,Juventus,Italian Serie A,ST,Spain,SUB,3,3,Medium/Medium,,80,72,81,31,77,72,83,85,72,80,77,80,69,4,5
Mauro Emanuel Icardi Rivero,M. Icardi,ST,83,83,37000000,120000,28,181,75,Paris Saint-Germain,French Ligue 1,SUB,Argentina,,3,3,Medium/Medium,#Poacher,83,65,77,36,69,47,80,68,68,84,67,73,58,13,9
Leonardo Spinazzola,L. Spinazzola,"LWB, LB, LM",83,83,33000000,72000,28,186,75,Roma,Italian Serie A,RES,Italy,,4,3,High/Medium,#Speedster,64,73,80,78,71,84,80,91,80,82,81,66,71,11,14
John Stones,J. Stones,CB,83,86,41000000,140000,27,188,76,Manchester City,English Premier League,SUB,England,RCB,3,2,High/Medium,,51,71,74,84,78,62,83,73,61,82,77,78,80,7,8
Nick Pope,N. Pope,GK,83,83,25000000,45000,29,199,76,Burnley,English Premier League,GK,England,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,11,24,47,36,78,37,75,36,81,84
Raúl Alonso Jiménez Rodríguez,R. Jiménez,ST,83,83,35500000,120000,30,188,81,Wolverhampton Wanderers,English Premier League,ST,Mexico,SUB,3,3,High/High,,82,76,81,47,82,73,82,80,75,82,82,84,81,7,10
Jordan Pickford,J. Pickford,GK,83,85,33000000,83000,27,185,77,Everton,English Premier League,GK,England,GK,1,3,Medium/Medium,,NA,NA,NA,NA,NA,17,40,44,55,80,45,70,45,83,86
Antonio Rüdiger,A. Rüdiger,CB,83,84,34500000,130000,28,190,85,Chelsea,English Premier League,LCB,Germany,LCB,2,2,Medium/High,#Strength,43,68,64,84,84,68,69,84,56,82,69,88,92,14,8
Lucas Ariel Ocampos,L. Ocampos,"LW, RW",83,83,39500000,46000,26,188,84,Sevilla FC,Spain Primera Division,LW,Argentina,,4,2,High/High,"#Engine, #Clinical Finisher",84,78,83,63,84,79,84,82,79,85,91,81,82,11,7
Mateo Kovačić,M. Kovačić,"CM, CDM",83,84,41500000,135000,27,176,80,Chelsea,English Premier League,SUB,Croatia,,4,3,High/High,"#Dribbler, #Acrobat",69,83,88,69,70,73,89,65,87,81,79,63,77,9,7
Thomas Partey,T. Partey,"CM, CDM",83,83,36500000,115000,28,185,77,Arsenal,English Premier League,RDM,Ghana,,3,2,Medium/High,,71,82,81,80,84,74,83,74,75,82,83,84,84,11,7
José Luís Gayà Peña,Gayà,"LB, LWB, LM",83,86,43500000,48000,26,172,66,Valencia CF,Spain Primera Division,LB,Spain,SUB,4,3,High/Medium,,61,77,80,79,73,80,82,85,82,84,87,66,76,13,9
Thomas Lemar,T. Lemar,"LM, CM, RM",83,86,48000000,71000,25,171,66,Atlético de Madrid,Spain Primera Division,LCM,France,SUB,4,3,High/Medium,"#Dribbler, #Acrobat",76,82,86,59,63,83,86,80,88,81,76,55,63,11,14
Pierre-Emile Kordt Højbjerg,P. Højbjerg,"CDM, CM",83,86,43500000,105000,25,185,84,Tottenham Hotspur,English Premier League,RCM,Denmark,RCM,3,2,Medium/High,,71,76,76,81,82,66,80,61,65,82,88,78,87,9,11
Ángel Martín Correa,Á. Correa,"ST, RM",83,86,48000000,80000,26,171,70,Atlético de Madrid,Spain Primera Division,SUB,Argentina,SUB,4,2,High/Medium,"#Dribbler, #Acrobat",83,78,87,49,74,75,87,85,90,84,82,71,79,13,16
Duván Esteban Zapata Banguera,D. Zapata,ST,83,83,35500000,77000,30,189,88,Atalanta,Italian Serie A,ST,Colombia,,3,2,High/Medium,#Strength,81,61,78,35,84,44,82,81,67,82,75,93,72,9,8
Andrej Kramarić,A. Kramarić,"ST, CAM",83,83,35500000,59000,30,177,73,TSG Hoffenheim,German 1. Bundesliga,CAM,Croatia,,4,3,Medium/Medium,"#Dribbler, #Clinical Finisher, #Complete Forward",86,76,86,30,71,76,86,67,84,84,76,68,73,8,15
José Ángel Esmoris Tasende,Angeliño,"LWB, LM",83,86,46000000,77000,24,175,69,RB Leipzig,German 1. Bundesliga,LB,Spain,,4,2,High/High,#Crosser,71,82,84,76,70,88,84,73,83,82,85,60,77,13,13
Lucas François Bernard Hernández Pi,L. Hernández,"LB, CB",83,86,44500000,85000,25,184,79,FC Bayern München,German 1. Bundesliga,SUB,France,LB,2,3,Low/High,,54,68,71,84,79,78,76,77,70,85,76,77,88,10,10
Marco Asensio Willemsen,Marco Asensio,"RW, LW",83,86,48000000,190000,25,182,76,Real Madrid CF,Spain Primera Division,SUB,Spain,,4,3,High/Medium,,80,81,83,43,62,81,86,81,80,78,76,63,45,13,10
Wout Weghorst,W. Weghorst,ST,83,83,37000000,95000,28,197,84,VfL Wolfsburg,German 1. Bundesliga,ST,Netherlands,SUB,2,2,High/High,"#Aerial Threat, #Strength",83,59,70,52,86,42,79,66,62,85,83,89,85,11,12
Robin Everardus Gosens,R. Gosens,"LWB, LB, LM",83,83,36000000,65000,26,183,76,Atalanta,Italian Serie A,LM,Germany,SUB,3,3,High/Medium,,75,74,79,77,81,82,82,84,71,86,89,76,80,7,10
Mikel Merino Zazón,Merino,CM,83,87,50000000,47000,25,189,83,Real Sociedad,Spain Primera Division,RCM,Spain,,3,1,High/High,,78,81,82,82,81,77,84,75,76,84,84,79,81,9,14
Presnel Kimpembe,P. Kimpembe,CB,83,87,45500000,90000,25,189,80,Paris Saint-Germain,French Ligue 1,SUB,France,LCB,2,3,Medium/High,,42,68,70,83,86,59,78,81,69,80,81,87,90,7,9
Ferland Mendy,F. Mendy,LB,83,86,43500000,170000,26,180,73,Real Madrid CF,Spain Primera Division,SUB,France,,4,1,High/High,"#Speedster, #Engine",64,76,79,78,84,78,78,92,81,82,89,83,82,7,9
Aaron Wan-Bissaka,A. Wan-Bissaka,RB,83,87,48500000,115000,23,183,72,Manchester United,English Premier League,RB,England,,4,2,Medium/High,#Tackling ,52,69,79,81,75,73,76,88,84,83,81,72,78,9,8
Ronaldo Jailson Cabrais Petri,Ronaldo Cabrais,"CAM, RM",83,83,35500000,49000,29,177,75,Grêmio,Campeonato Brasileiro Série A,CAM,Brazil,RW,4,1,Medium/Low,#Acrobat,77,83,84,35,72,83,83,87,86,84,88,68,62,12,13
Arthur Henrique Ramos de Oliveira Melo,Arthur,CM,83,85,47000000,90000,24,171,73,Juventus,Italian Serie A,SUB,Brazil,,4,2,Medium/Medium,#Dribbler,67,83,88,72,70,79,90,67,85,84,79,66,70,6,12
Gabriel Fernando de Jesus,Gabriel Jesus,ST,83,87,52500000,150000,24,175,73,Manchester City,English Premier League,SUB,Brazil,,4,2,High/Medium,"#Dribbler, #Acrobat",81,72,86,39,73,66,86,82,91,86,79,69,73,13,15
Ousmane Dembélé,O. Dembélé,RW,83,88,55000000,165000,24,178,67,FC Barcelona,Spain Primera Division,RW,France,,5,3,High/Medium,"#Speedster, #Dribbler",77,77,86,36,56,81,84,93,89,78,68,51,54,6,13
Mason Mount,M. Mount,"CAM, CM, RW",83,89,58500000,120000,22,178,70,Chelsea,English Premier League,RW,England,LCM,3,3,High/High,#Engine,79,84,83,55,65,82,85,71,80,84,86,54,68,11,12
Édouard Mendy,É. Mendy,GK,83,85,30000000,105000,29,197,86,Chelsea,English Premier League,GK,Senegal,,1,2,Medium/Medium,,NA,NA,NA,NA,NA,10,31,33,48,80,35,72,22,83,84
Federico Chiesa,F. Chiesa,"RW, LW, RM",83,91,80500000,74000,23,175,70,Juventus,Italian Serie A,LM,Italy,RW,4,3,High/Medium,"#Speedster, #Dribbler, #Acrobat",81,74,85,48,73,73,82,91,87,83,85,71,69,6,7
Federico Santiago Valverde Dipetta,F. Valverde,CM,83,89,58000000,160000,22,182,78,Real Madrid CF,Spain Primera Division,SUB,Uruguay,,3,1,High/High,#Engine,74,78,79,77,80,66,82,90,76,84,86,79,81,6,8
Jules Koundé,J. Koundé,CB,83,89,53000000,33000,22,181,75,Sevilla FC,Spain Primera Division,RCB,France,SUB,2,2,High/High,#Tactician ,45,64,72,84,78,45,74,81,71,85,76,79,75,11,13
João Félix Sequeira,João Félix,"CF, ST",83,91,82000000,61000,21,181,72,Atlético de Madrid,Spain Primera Division,SUB,Portugal,SUB,5,2,Medium/Medium,"#Dribbler, #Acrobat",79,76,86,40,68,73,87,83,86,83,75,64,68,13,14
Kléper Laveran de Lima Ferreira,Pepe,CB,82,82,5500000,14000,38,188,80,FC Porto,Portuguese Liga ZON SAGRES,LCB,Portugal,RCB,2,4,Medium/High,,51,60,61,82,87,46,60,81,62,81,82,86,94,8,10
Raúl Albiol Tortajada,Raúl Albiol,CB,82,82,8000000,30000,35,190,82,Villarreal CF,Spain Primera Division,RCB,Spain,,2,3,Low/High,"#Tackling, #Tactician ",41,62,63,86,73,38,71,34,49,82,51,80,81,8,8
Łukasz Fabiański,Ł. Fabiański,GK,82,82,3400000,43000,36,190,83,West Ham United,English Premier League,GK,Poland,,1,2,Medium/Medium,,NA,NA,NA,NA,NA,14,22,47,53,75,25,65,43,82,82
Salvatore Sirigu,S. Sirigu,GK,82,82,5000000,20000,34,192,85,Genoa,Italian Serie A,GK,Italy,SUB,1,3,Medium/Medium,,NA,NA,NA,NA,NA,13,18,46,52,78,34,66,34,82,80
Ivan Rakitić,I. Rakitić,CM,82,82,18500000,39000,33,184,78,Sevilla FC,Spain Primera Division,SUB,Croatia,,3,3,Medium/Medium,,79,85,78,75,69,84,82,56,69,80,74,71,67,14,9
Gareth Frank Bale,G. Bale,"RM, RW",82,82,25000000,170000,31,185,82,Real Madrid CF,Spain Primera Division,RW,Wales,RM,4,4,Medium/Medium,"#Distance Shooter, #Crosser, #FK Specialist",84,82,80,55,70,86,83,83,78,78,61,76,64,15,6
Rui Pedro dos Santos Patrício,Rui Patrício,GK,82,82,10000000,51000,33,190,84,Roma,Italian Serie A,GK,Portugal,GK,1,3,Medium/Medium,,NA,NA,NA,NA,NA,12,25,57,61,76,45,77,37,82,83
Éver Maximiliano David Banega,É. Banega,"CDM, CM",82,82,15000000,46000,33,174,75,Al Shabab,Saudi Abdul L. Jameel League,CAM,Argentina,,4,3,High/Medium,,75,84,82,76,71,80,84,61,76,82,74,67,83,13,10
Miralem Pjanić,M. Pjanić,CM,82,82,25000000,155000,31,178,72,Beşiktaş JK,Turkish Süper Lig,RCM,Bosnia and Herzegovina,,3,3,Medium/Medium,#FK Specialist,68,83,81,75,67,80,83,64,74,83,79,60,70,7,8
Yuri Berchiche Izeta,Yuri Berchiche,LB,82,82,22000000,35000,31,181,80,Athletic Club de Bilbao,Spain Primera Division,SUB,Spain,,3,2,High/Medium,,68,76,76,79,82,83,79,84,80,80,85,79,85,12,11
Lars Edi Stindl,L. Stindl,"CAM, ST",82,82,24000000,41000,32,181,80,Borussia Mönchengladbach,German 1. Bundesliga,CAM,Germany,,4,3,Medium/Medium,,84,81,81,60,73,74,84,59,70,84,75,72,74,7,12
Oscar dos Santos Emboaba Júnior,Oscar,"CAM, CM, LW",82,82,30000000,38000,29,179,70,Shanghai Port FC,Chinese Super League,CAM,Brazil,,4,3,High/Medium,,79,82,82,59,67,81,83,74,87,78,84,60,60,12,12
Kevin Trapp,K. Trapp,GK,82,82,20500000,31000,30,189,88,Eintracht Frankfurt,German 1. Bundesliga,GK,Germany,SUB,1,3,Medium/Medium,,NA,NA,NA,NA,NA,13,24,52,42,82,45,73,30,82,84
Philippe Coutinho Correia,Coutinho,"CAM, LW, CM",82,82,30000000,165000,29,172,68,FC Barcelona,Spain Primera Division,SUB,Brazil,,5,4,High/Medium,"#Dribbler, #FK Specialist, #Acrobat",79,80,88,52,59,78,89,65,89,80,74,52,59,12,6
Christian Dannemann Eriksen,C. Eriksen,"CM, CAM",82,82,29500000,120000,29,181,76,Inter,Italian Serie A,RES,Denmark,SUB,4,3,Medium/Low,"#Playmaker, #Crosser, #FK Specialist, #Complete Midfielder",78,88,81,53,52,86,90,62,72,79,59,52,46,9,6
Daley Blind,D. Blind,"CB, CDM, LB",82,82,21000000,23000,31,180,72,Ajax,Holland Eredivisie,LB,Netherlands,LB,3,3,High/Medium,#Tactician ,64,82,79,83,72,80,84,43,72,83,76,72,67,12,10
Mario Götze,M. Götze,"CAM, CM",82,82,30000000,29000,29,177,71,PSV,Holland Eredivisie,CAM,Germany,,4,4,Medium/Medium,,75,83,84,55,69,82,88,67,76,82,75,71,59,14,10
Alphonse Areola,A. Areola,GK,82,84,26000000,75000,28,195,94,West Ham United,English Premier League,SUB,France,,1,2,Medium/Medium,,NA,NA,NA,NA,NA,20,22,54,58,78,38,80,26,85,85
Jesús Manuel Corona Ruíz,J. Corona,"RM, RB, RW",82,82,30500000,22000,28,173,66,FC Porto,Portuguese Liga ZON SAGRES,SUB,Mexico,RW,5,3,High/Medium,#Acrobat,67,79,85,74,60,79,84,81,91,84,88,39,73,11,9
Alexandre Lacazette,A. Lacazette,ST,82,82,30000000,110000,30,175,73,Arsenal,English Premier League,SUB,France,,4,3,High/High,,82,74,82,44,72,68,82,73,81,82,66,75,73,11,6
Idrissa Gana Gueye,I. Gueye,"CDM, CM",82,82,21500000,88000,31,174,66,Paris Saint-Germain,French Ligue 1,CM,Senegal,,3,2,Medium/High,#Tactician ,62,71,78,83,77,60,79,69,79,81,85,69,83,8,13
Mário Figueira Fernandes,Mário Fernandes,RB,82,82,26500000,57000,30,187,80,PFC CSKA Moscow,Russian Premier League,RB,Russia,,3,2,High/Medium,,61,74,78,79,79,75,79,84,79,80,87,75,77,12,12
Oliver Baumann,O. Baumann,GK,82,82,16000000,37000,31,187,82,TSG Hoffenheim,German 1. Bundesliga,GK,Germany,,1,2,Medium/Medium,,NA,NA,NA,NA,NA,14,17,51,45,82,39,69,32,81,82
Norberto Murara Neto,Neto,GK,82,82,16000000,115000,31,190,84,FC Barcelona,Spain Primera Division,SUB,Brazil,,1,2,Medium/Medium,,NA,NA,NA,NA,NA,11,24,52,59,78,41,63,40,83,81
Francisco Román Alarcón Suárez,Isco,"CAM, CM, LW",82,82,30000000,175000,29,176,79,Real Madrid CF,Spain Primera Division,SUB,Spain,,4,3,Medium/Low,#Dribbler,75,80,88,59,59,78,90,62,81,75,59,59,58,10,6
